,gaze_x,gaze_y
8042,1043,463
8043,1043,465
8044,1036,469
8045,1045,478
8046,1041,477
8047,1041,473
8048,1038,474
8049,1035,474
8050,1030,478
8051,1037,477
8052,1038,479
8053,1051,484
8054,1057,495
8055,1059,494
8056,1077,491
8057,1074,502
8058,1077,498
8059,1074,501
8060,1068,508
8061,1071,516
8062,1073,523
8063,1090,523
8064,1090,527
8065,1083,533
8066,1100,546
8067,1101,541
8068,1113,561
8069,1097,536
8070,1119,548
8071,1102,543
8072,1112,539
8073,1117,542
8074,1097,519
8075,1108,520
8076,1102,561
8077,1113,550
8078,1103,543
8079,1082,561
8080,1077,566
8081,1116,605
8082,1138,597
8083,1131,596
8084,1124,602
8085,1126,603
8086,1105,579
8087,1081,560
8088,1069,561
8089,1067,559
8090,1067,559
8091,1065,560
8092,1063,558
8093,1063,559
8094,1061,558
8095,1069,559
8096,1072,559
8097,1074,561
8098,1077,563
8099,1077,568
8100,1066,556
8101,1063,548
8102,1059,505
8103,1059,500
8104,1058,498
8105,1057,495
8106,1057,493
8107,1070,482
8108,1075,478
8109,1088,487
8110,1092,489
8111,1087,475
8112,1092,432
8113,1069,437
8114,1109,696
8115,863,831
8116,1137,658
8117,988,457
8118,967,376
8119,953,356
8120,944,340
8121,937,325
8122,935,323
8123,943,311
8124,956,313
8125,970,323
8126,974,341
8127,910,501
8128,931,527
8129,935,544
8130,962,561
8131,986,524
8132,1062,613
8133,1070,544
8134,1048,441
8135,1079,354
8136,1058,350
8137,1046,357
8138,1044,360
8139,1041,370
8140,1040,375
8141,1042,378
8142,1043,382
8143,1045,383
8144,1041,388
8145,1041,392
8146,1036,393
8147,1034,392
8148,1027,389
8149,1010,360
8150,1009,370
8151,1011,376
8152,1012,386
8153,999,393
8154,1001,397
8155,1001,397
8156,1009,428
8157,1013,455
8158,1004,424
8159,1002,427
8160,1004,429
8161,998,396
8162,999,393
8163,1003,411
8164,1007,409
8165,1020,431
8166,1042,491
8167,1084,477
8168,1077,480
8169,1068,482
8170,1068,586
8171,1060,530
8172,1040,481
8173,1019,481
8174,1020,470
8175,1014,454
8176,1043,380
8177,1066,381
8178,1080,431
8179,1074,407
8180,1081,422
8181,1069,395
8182,1055,396
8183,1064,403
8184,1070,405
8185,1069,407
8186,1071,408
8187,1085,409
8188,1087,425
8189,1095,477
8190,1083,456
8191,1089,444
8192,1103,440
8193,1109,437
8194,1083,445
8195,1039,405
8196,963,386
8197,957,409
8198,966,407
8199,974,405
8200,991,396
8201,1037,347
8202,1028,368
8203,1029,418
8204,1032,394
8205,1034,400
8206,1022,392
8207,1036,414
8208,1046,413
8209,1052,409
8210,1043,418
8211,1025,428
8212,1019,420
8213,1005,484
8214,1320,772
8215,1011,516
8216,1183,405
8217,1087,442
8218,1105,417
8219,1044,415
8220,1090,402
8221,1061,420
8222,1052,420
8223,1030,444
8224,1045,437
8225,1026,462
8226,1012,455
8227,1009,464
8228,1010,463
8229,1027,470
8230,1037,466
8231,1036,462
8232,1037,459
8233,1019,466
8234,1014,454
8235,1001,451
8236,1074,550
8237,1071,486
8238,1080,485
8239,1079,485
8240,1097,486
8241,1128,443
8242,1127,446
8243,1118,458
8244,938,555
8245,1098,473
8246,1071,483
8247,1076,477
8248,1072,481
8249,1062,483
8250,1052,480
8251,1040,475
8252,1013,434
8253,1026,397
8254,989,422
8255,981,423
8256,979,458
8257,408,1077
8258,927,717
8259,996,544
8260,988,499
8261,1022,466
8262,1013,505
8263,1015,480
8264,1022,481
8265,1028,478
8266,1037,480
8267,1053,499
8268,1068,487
8269,1057,519
8270,1050,522
8271,1062,527
8272,1067,529
8273,1063,528
8274,1068,536
8275,1069,548
8276,953,618
8277,1060,539
8278,1060,527
8279,1080,443
8280,1075,417
8281,1075,440
8282,1067,444
8283,1054,447
8284,1036,476
8285,1008,448
8286,1009,446
8287,1023,459
8288,1018,467
8289,1012,455
8290,1024,485
8291,1029,472
8292,1021,506
8293,1017,470
8294,1016,467
8295,1006,457
8296,1008,453
8297,1015,450
8298,1024,452
8299,1027,450
8300,1029,448
8301,1022,449
8302,1014,453
8303,1014,454
8304,1013,455
8305,992,511
8306,758,507
8307,569,580
8308,653,429
8309,550,358
8310,673,367
8311,574,252
8312,615,370
8313,764,363
8314,803,401
8315,813,379
8316,1022,275
8317,1121,267
8318,1123,244
8319,1111,230
8320,1096,241
8321,1083,239
8322,1170,196
8323,1238,117
8324,1222,73
8325,1178,117
8326,1149,145
8327,1140,139
8328,1142,130
8329,1144,46
8330,1135,43
8331,1136,70
8332,1132,68
8333,1130,76
8334,1126,89
8335,1132,90
8336,1180,200
8337,1094,428
8338,1075,453
8339,1072,459
8340,1101,457
8341,1095,455
8342,1086,454
8343,955,675
8344,683,845
8345,679,535
8346,595,373
8347,623,366
8348,650,389
8349,665,383
8350,659,374
8351,653,370
8352,673,382
8353,727,443
8354,703,554
8355,712,561
8356,711,558
8357,710,555
8358,714,554
8359,726,546
8360,721,540
8361,712,543
8362,700,540
8363,701,531
8364,715,478
8365,713,479
8366,718,481
8367,719,505
8368,716,496
8369,710,496
8370,696,532
8371,499,618
8372,1023,668
8373,1072,484
8374,1065,444
8375,1056,446
8376,1049,451
8377,1081,478
8378,1078,471
8379,1054,457
8380,1065,459
8381,997,426
8382,998,425
8383,1002,435
8384,984,410
8385,999,429
8386,1000,426
8387,1010,438
8388,1080,417
8389,1066,423
8390,1056,425
8391,1046,417
8392,1046,409
8393,1044,410
8394,1050,410
8395,1054,413
8396,1053,414
8397,1052,413
8398,1045,416
8399,1044,416
8400,1050,425
8401,1044,417
8402,1043,416
8403,1047,420
8404,1043,411
8405,1039,406
8406,1038,406
8407,1010,415
8408,1003,415
8409,1008,431
8410,1020,476
8411,1023,474
8412,1022,451
8413,1025,439
8414,1035,445
8415,1040,457
8416,1055,465
8417,1077,454
8418,1123,421
8419,1107,450
8420,1111,487
8421,1113,494
8422,1111,483
8423,1113,503
8424,1134,505
8425,1143,499
8426,1154,489
8427,1180,516
8428,1196,494
8429,1192,492
8430,1185,495
8431,1169,495
8432,1128,462
8433,1104,459
8434,1088,453
8435,1072,449
8436,1065,449
8437,1058,448
8438,1047,451
8439,1040,454
8440,1038,457
8441,1039,461
8442,1036,462
8443,1072,468
8444,1113,458
8445,1122,509
8446,1116,481
8447,1108,459
8448,1104,459
8449,1112,461
8450,1112,464
8451,1106,466
8452,1108,467
8453,1107,470
8454,1137,430
8455,1104,466
8456,1100,468
8457,1099,468
8458,1106,470
8459,1106,469
8460,1135,499
8461,1133,493
8462,1132,488
8463,1128,479
8464,1133,482
8465,1145,458
8466,1147,455
8467,1142,454
8468,1138,450
8469,1131,448
8470,1121,451
8471,1113,455
8472,1106,458
8473,1121,455
8474,1127,467
8475,1125,473
8476,1118,463
8477,1116,461
8478,1104,458
8479,1097,462
8480,1093,464
8481,1096,464
8482,1096,463
8483,1104,457
8484,1105,455
8485,1069,491
8486,1067,506
8487,1069,508
8488,1069,507
8489,1078,501
8490,1082,501
8491,1084,502
8492,1087,504
8493,1086,509
8494,1080,508
8495,1077,507
8496,1075,509
8497,1073,508
8498,1074,505
8499,1079,487
8500,1087,449
8501,1082,446
8502,1080,446
8503,1081,447
8504,1118,414
8505,1129,477
8506,1115,448
8507,1110,451
8508,1107,454
8509,1081,495
8510,1102,467
8511,1104,471
8512,1087,474
8513,1069,493
8514,1080,473
8515,1086,473
8516,1094,475
8517,1101,476
8518,1103,479
8519,1105,479
8520,1107,481
8521,1108,482
8522,1107,485
8523,1118,489
8524,1131,501
8525,1136,508
8526,1163,566
8527,1117,935
8528,1258,765
8529,1202,603
8530,1159,524
8531,1130,585
8532,1153,542
8533,1161,530
8534,1185,529
8535,1215,510
8536,1193,506
8537,1146,507
8538,1107,457
8539,1104,458
8540,1109,451
8541,1115,431
8542,1103,426
8543,1084,428
8544,1092,425
8545,1087,423
8546,1077,424
8547,1087,415
8548,1088,408
8549,1087,405
8550,1086,404
8551,1089,400
8552,1085,398
8553,1081,393
8554,1036,397
8555,1021,397
8556,1021,401
8557,1020,398
8558,1018,391
8559,1025,398
8560,1024,380
8561,1031,401
8562,1034,417
8563,1034,413
8564,1031,405
8565,1031,397
8566,1034,394
8567,1035,388
8568,1044,373
8569,1043,368
8570,1039,365
8571,1035,369
8572,1034,367
8573,1023,378
8574,1022,384
8575,1024,385
8576,1025,384
8577,1040,370
8578,1050,363
8579,1044,302
8580,1048,287
8581,1060,283
8582,1070,282
8583,1078,287
8584,1082,291
8585,1085,298
8586,1095,302
8587,1095,308
8588,1086,312
8589,1080,317
8590,1075,320
8591,1072,321
8592,1069,321
8593,1076,355
8594,1076,416
8595,1075,423
8596,1074,421
8597,1066,413
8598,1047,409
8599,1059,381
8600,1059,372
8601,1054,353
8602,1049,342
8603,1037,331
8604,1027,323
8605,1025,246
8606,1025,240
8607,1028,236
8608,1029,231
8609,1031,224
8610,1033,220
8611,1031,217
8612,1034,218
8613,1046,282
8614,1041,306
8615,1041,310
8616,1040,314
8617,1040,316
8618,1038,320
8619,1035,327
8620,1036,333
8621,1037,336
8622,1039,341
8623,1044,349
8624,1067,250
8625,1068,239
8626,1067,238
8627,930,331
8628,826,356
8629,888,294
8630,898,251
8631,916,259
8632,926,250
8633,927,262
8634,936,268
8635,957,237
8636,948,240
8637,942,218
8638,953,196
8639,955,172
8640,950,219
8641,968,208
8642,969,249
8643,982,289
8644,1013,307
8645,1064,360
8646,1255,645
8647,1079,629
8648,1065,513
8649,1083,491
8650,1075,475
8651,1133,469
8652,1084,462
8653,1061,451
8654,1053,449
8655,1050,441
8656,1053,449
8657,1046,451
8658,1036,448
8659,1039,445
8660,1038,445
8661,1032,449
8662,1029,453
8663,1029,455
8664,1033,473
8665,1036,521
8666,1031,495
8667,1028,489
8668,1045,518
8669,1049,507
8670,1071,493
8671,1076,493
8672,1082,499
8673,1075,496
8674,1018,477
8675,1005,467
8676,1005,471
8677,1005,472
8678,1005,470
8679,1004,467
8680,1001,468
8681,995,477
8682,990,482
8683,988,482
8684,985,481
8685,985,477
8686,989,467
8687,1000,461
8688,1007,466
8689,1006,450
8690,1016,481
8691,1023,501
8692,1025,498
8693,1028,497
8694,1028,495
8695,1026,494
8696,1026,494
8697,1002,517
8698,1021,493
8699,1019,489
8700,1011,490
8701,1016,488
8702,1022,482
8703,1025,481
8704,1025,484
8705,1031,493
8706,1037,527
8707,1039,542
8708,1041,546
8709,1044,533
8710,1055,527
8711,1054,532
8712,1051,536
8713,1062,539
8714,1061,531
8715,1051,527
8716,1045,508
8717,1043,504
8718,1095,406
8719,1011,479
8720,1067,408
8721,1052,420
8722,1061,416
8723,1048,420
8724,1046,486
8725,1048,472
8726,943,526
8727,1058,493
8728,1062,491
8729,1064,485
8730,1075,474
8731,1072,478
8732,1064,513
8733,1090,512
8734,1082,530
8735,1082,566
8736,1066,485
8737,1062,483
8738,1054,489
8739,1048,491
8740,1041,495
8741,1039,496
8742,1052,490
8743,1075,422
8744,1078,416
8745,1077,420
8746,1078,420
8747,1078,421
8748,1076,423
8749,1074,426
8750,1072,427
8751,1072,430
8752,1072,431
8753,1072,432
8754,1080,428
8755,1084,428
8756,1091,428
8757,1100,430
8758,1105,433
8759,1095,424
8760,1052,450
8761,1032,439
8762,1033,433
8763,1032,437
8764,1031,433
8765,1047,414
8766,1053,414
8767,1053,421
8768,1051,420
8769,1064,426
8770,1088,427
8771,1089,429
8772,1085,434
8773,1082,437
8774,1081,441
8775,1077,446
8776,1070,450
8777,1068,451
8778,1079,439
8779,1081,440
8780,1088,436
8781,1095,435
8782,1110,425
8783,1107,425
8784,1102,427
8785,1103,426
8786,1095,429
8787,1080,445
8788,1080,446
8789,1091,433
8790,1093,431
8791,1091,431
8792,1091,431
8793,1090,431
8794,1081,436
8795,1041,434
8796,1025,434
8797,1021,434
8798,1023,434
8799,1024,434
8800,1033,433
8801,1040,444
8802,1045,460
8803,1081,459
8804,1105,453
8805,1105,454
8806,1106,453
8807,1100,458
8808,1100,459
8809,1095,460
8810,1094,460
8811,1095,457
8812,1095,454
8813,1098,451
8814,1088,456
8815,1023,451
8816,1028,453
8817,1041,444
8818,1041,447
8819,1042,522
8820,1044,527
8821,1043,528
8822,1047,519
8823,1044,515
8824,1041,510
8825,1039,508
8826,1035,489
8827,1021,451
8828,1016,451
8829,1017,451
8830,1021,449
8831,1036,454
8832,1037,459
8833,1043,486
8834,1042,481
8835,1040,474
8836,1027,451
8837,1026,453
8838,1023,453
8839,1025,455
8840,1023,456
8841,1019,457
8842,1016,461
8843,1012,462
8844,1011,463
8845,1013,465
8846,1017,463
8847,1021,459
8848,1027,458
8849,1026,460
8850,1023,460
8851,1022,458
8852,1021,458
8853,1044,463
8854,1072,461
8855,1073,462
8856,1076,464
8857,1079,460
8858,1078,461
8859,1079,462
8860,1002,492
8861,1025,451
8862,1021,457
8863,847,733
8864,317,879
8865,417,624
8866,681,364
8867,697,362
8868,639,379
8869,660,397
8870,467,421
8871,446,380
8872,1185,855
8873,1198,846
8874,1004,791
8875,1014,700
8876,1012,647
8877,1011,624
8878,1011,611
8879,1003,683
8880,1125,684
8881,1046,686
8882,1030,680
8883,1031,685
8884,1024,675
8885,1039,676
8886,261,748
8887,623,603
8888,665,417
8889,734,404
8890,736,406
8891,749,403
8892,741,419
8893,590,489
8894,592,467
8895,575,428
8896,542,382
8897,579,442
8898,620,469
8899,649,437
8900,685,464
8901,708,492
8902,730,501
8903,740,503
8904,733,504
8905,726,502
8906,723,494
8907,727,481
8908,845,496
8909,847,505
8910,815,597
8911,827,488
8912,939,466
8913,1075,455
8914,1059,460
8915,1044,463
8916,1039,462
8917,1033,462
8918,1024,467
8919,1020,471
8920,1029,469
8921,1028,475
8922,1029,482
8923,1031,485
8924,1033,487
8925,1032,489
8926,1032,488
8927,1032,485
8928,1043,481
8929,1052,479
8930,1055,477
8931,1060,476
8932,1063,473
8933,1068,472
8934,1070,463
8935,1061,448
8936,1062,445
8937,1060,443
8938,1084,405
8939,1047,423
8940,1034,436
8941,1027,443
8942,1023,444
8943,1015,484
8944,1044,448
8945,1055,450
8946,1054,449
8947,1054,448
8948,1053,447
8949,1055,447
8950,1053,446
8951,1043,511
8952,1046,511
8953,1042,510
8954,1041,497
8955,1160,904
8956,1063,723
8957,1046,500
8958,1042,466
8959,1034,463
8960,1043,459
8961,1052,459
8962,1044,470
8963,1045,473
8964,1046,473
8965,1048,473
8966,1049,441
8967,1053,435
8968,1053,434
8969,1053,433
8970,1053,432
8971,1050,433
8972,1048,435
8973,1048,436
8974,1046,438
8975,1047,441
8976,1016,445
8977,1013,449
8978,1022,467
8979,1023,461
8980,1023,463
8981,1068,440
8982,1042,467
8983,1047,498
8984,1041,499
8985,1028,467
8986,1029,458
8987,1029,458
8988,1027,451
8989,1028,451
8990,1033,457
8991,1044,472
8992,1048,492
8993,1053,489
8994,1052,487
8995,1044,466
8996,1051,440
8997,1054,440
8998,1052,440
8999,1061,437
9000,1072,440
9001,1076,448
9002,1074,442
9003,1070,436
9004,1060,430
9005,1055,431
9006,1054,431
9007,1073,449
9008,1079,456
9009,1082,456
9010,1084,455
9011,1085,456
9012,1088,456
9013,1090,458
9014,1053,454
9015,1017,451
9016,1028,450
9017,1023,450
9018,1010,453
9019,1011,453
9020,1013,452
9021,1020,460
9022,1028,474
9023,1035,493
9024,1046,520
9025,1048,515
9026,1057,579
9027,1050,564
9028,1050,559
9029,1048,553
9030,1049,552
9031,1046,544
9032,1046,542
9033,1046,543
9034,1046,539
9035,1044,538
9036,1046,539
9037,1049,544
9038,1053,546
9039,1055,549
9040,1054,544
9041,1052,534
9042,1050,526
9043,1045,525
9044,1042,526
9045,1043,525
9046,1043,525
9047,1042,525
9048,1042,525
9049,1045,525
9050,1054,535
9051,1058,540
9052,1057,540
9053,1058,540
9054,1060,538
9055,1055,528
9056,1049,529
9057,1049,529
9058,1048,528
9059,1050,526
9060,1048,525
9061,1049,522
9062,1050,521
9063,1050,523
9064,1045,526
9065,1045,528
9066,1046,529
9067,1047,529
9068,1044,532
9069,1044,533
9070,1042,534
9071,1031,540
9072,1037,539
9073,1041,540
9074,1040,542
9075,1042,543
9076,1047,544
9077,1043,545
9078,1044,544
9079,1046,545
9080,1047,545
9081,1046,546
9082,1049,544
9083,1049,544
9084,1048,546
9085,1049,545
9086,1050,544
9087,1051,545
9088,1050,545
9089,1050,543
9090,1048,544
9091,1049,545
9092,1049,545
9093,1049,547
9094,1049,547
9095,1050,548
9096,1047,551
9097,1048,551
9098,1045,554
9099,1044,557
9100,1052,551
9101,1052,551
9102,1063,558
9103,1124,558
9104,1154,556
9105,1128,557
9106,1130,551
9107,1132,558
9108,1122,575
9109,1107,555
9110,1089,501
9111,1086,475
9112,1080,475
9113,1082,475
9114,1079,476
9115,1080,476
9116,1081,476
9117,1084,476
9118,1086,477
9119,1094,475
9120,1096,476
9121,1101,475
9122,1103,474
9123,1080,478
9124,1036,480
9125,1033,480
9126,1036,477
9127,1037,476
9128,1036,476
9129,1035,477
9130,1037,477
9131,1037,477
9132,1032,479
9133,1030,482
9134,1028,485
9135,1031,485
9136,1034,484
9137,1094,484
9138,1127,487
9139,1123,484
9140,1121,491
9141,1113,492
9142,1109,490
9143,1104,492
9144,1100,493
9145,1098,492
9146,1078,523
9147,1066,539
9148,1068,538
9149,1070,536
9150,1074,534
9151,1070,535
9152,1068,531
9153,1068,532
9154,1065,530
9155,1065,527
9156,1074,518
9157,1079,515
9158,1073,517
9159,1076,515
9160,1075,515
9161,1077,504
9162,1076,504
9163,1078,500
9164,1075,501
9165,1076,499
9166,1077,500
9167,1082,498
9168,1082,497
9169,1084,496
9170,1103,501
9171,1112,512
9172,1101,492
9173,1100,503
9174,1117,547
9175,1108,528
9176,1108,533
9177,1121,577
9178,1100,511
9179,1097,504
9180,1087,506
9181,1082,508
9182,1073,515
9183,1072,515
9184,1071,516
9185,1083,507
9186,1091,499
9187,1108,716
9188,1051,655
9189,1024,414
9190,1031,396
9191,1015,416
9192,1011,439
9193,1007,441
9194,1012,470
9195,1016,498
9196,1022,503
9197,1035,500
9198,1032,513
9199,1028,525
9200,1031,531
9201,1034,533
9202,1034,535
9203,1036,536
9204,1038,538
9205,1047,535
9206,1045,539
9207,1028,523
9208,1025,542
9209,1021,522
9210,1022,514
9211,1015,510
9212,1015,508
9213,1018,506
9214,1020,504
9215,1009,509
9216,1022,502
9217,1024,501
9218,1023,496
9219,1019,495
9220,1018,492
9221,1019,489
9222,1023,485
9223,1022,484
9224,1003,481
9225,986,483
9226,980,484
9227,978,485
9228,976,486
9229,972,487
9230,974,486
9231,974,486
9232,975,486
9233,977,486
9234,980,487
9235,980,489
9236,985,489
9237,995,489
9238,998,491
9239,1045,482
9240,1063,482
9241,1062,489
9242,1074,490
9243,1078,493
9244,1094,523
9245,1095,529
9246,1089,522
9247,1070,495
9248,1052,497
9249,1048,498
9250,1044,501
9251,1045,501
9252,1045,503
9253,1045,505
9254,1044,505
9255,1041,506
9256,1039,507
9257,1036,508
9258,1034,507
9259,1033,507
9260,1034,506
9261,1036,505
9262,1039,502
9263,1041,501
9264,1043,500
9265,1042,499
9266,1025,495
9267,1009,499
9268,1007,501
9269,1006,501
9270,1006,501
9271,1005,503
9272,1006,504
9273,1005,504
9274,1005,504
9275,1005,504
9276,1004,503
9277,1003,502
9278,1002,501
9279,1001,502
9280,1027,504
9281,1042,500
9282,1047,498
9283,1048,499
9284,1045,505
9285,951,521
9286,202,835
9287,677,429
9288,770,337
9289,829,280
9290,857,252
9291,860,281
9292,872,272
9293,865,237
9294,846,207
9295,844,199
9296,889,255
9297,1147,364
9298,1179,390
9299,1158,400
9300,1141,409
9301,1127,413
9302,1058,404
9303,710,335
9304,491,161
9305,539,186
9306,605,279
9307,624,294
9308,530,373
9309,660,274
9310,687,231
9311,691,266
9312,686,289
9313,686,310
9314,681,325
9315,676,336
9316,677,332
9317,664,401
9318,1206,516
9319,1029,602
9320,1015,605
9321,1183,541
9322,1139,520
9323,1112,500
9324,1107,500
9325,1104,493
9326,1099,490
9327,1102,488
9328,1099,487
9329,1091,484
9330,1084,484
9331,1076,487
9332,1069,487
9333,1063,481
9334,1049,486
9335,1048,481
9336,1046,479
9337,1045,477
9338,1045,475
9339,1068,499
9340,1071,496
9341,1069,531
9342,1084,465
9343,1042,595
9344,1192,656
9345,1145,570
9346,1099,458
9347,1107,440
9348,1107,427
9349,1104,474
9350,1095,479
9351,1085,449
9352,1200,382
9353,1131,462
9354,1133,441
9355,1086,439
9356,1119,398
9357,1123,416
9358,1112,416
9359,1105,423
9360,1102,385
9361,1096,367
9362,1153,313
9363,1149,313
9364,1157,317
9365,1142,326
9366,1147,321
9367,1131,335
9368,1120,347
9369,1105,370
9370,1098,372
9371,1081,370
9372,1077,373
9373,1076,371
9374,1075,371
9375,1088,443
9376,1086,446
9377,1118,413
9378,1163,389
9379,1198,362
9380,1141,470
9381,1103,401
9382,1109,392
9383,1113,378
9384,1150,398
9385,1144,379
9386,1136,348
9387,1145,341
9388,1142,349
9389,1151,336
9390,1155,337
9391,1154,335
9392,1156,360
9393,1127,434
9394,1111,447
9395,1104,446
9396,1106,441
9397,1147,419
9398,1118,427
9399,1099,477
9400,1084,468
9401,1066,463
9402,1053,460
9403,1046,475
9404,1039,479
9405,1026,481
9406,1017,482
9407,1013,481
9408,1012,482
9409,1008,524
9410,1003,513
9411,992,516
9412,976,504
9413,968,462
9414,955,469
9415,950,458
9416,949,459
9417,947,453
9418,944,459
9419,946,452
9420,940,449
9421,950,471
9422,983,464
9423,1017,472
9424,1024,478
9425,1041,456
9426,1046,459
9427,1045,444
9428,1041,457
9429,1081,465
9430,1087,476
9431,1080,448
9432,1075,449
9433,1079,448
9434,1079,449
9435,1081,450
9436,1087,452
9437,1097,458
9438,1097,472
9439,1077,478
9440,1056,484
9441,1013,499
9442,1005,503
9443,1003,504
9444,1000,504
9445,1000,515
9446,994,523
9447,988,527
9448,981,520
9449,982,528
9450,981,535
9451,982,529
9452,1017,474
9453,1022,470
9454,1030,473
9455,1027,473
9456,1027,473
9457,1026,470
9458,1028,472
9459,1027,475
9460,1033,482
9461,1023,451
9462,1032,463
9463,1038,534
9464,1040,510
9465,1032,507
9466,1037,481
9467,1047,475
9468,1076,480
9469,1082,478
9470,1082,495
9471,1086,501
9472,1091,499
9473,1092,497
9474,1094,498
9475,1121,491
9476,1127,490
9477,1119,489
9478,1107,488
9479,1092,487
9480,1081,486
9481,1081,477
9482,1074,476
9483,1064,473
9484,1055,469
9485,1051,478
9486,1039,482
9487,1028,471
9488,1006,473
9489,1007,469
9490,1009,465
9491,981,511
9492,978,523
9493,979,522
9494,996,515
9495,1008,530
9496,1013,523
9497,1020,519
9498,1027,520
9499,1039,522
9500,1045,524
9501,1036,545
9502,1046,545
9503,1062,529
9504,1052,487
9505,1068,474
9506,1070,473
9507,1068,472
9508,1062,471
9509,1064,468
9510,1063,467
9511,1059,468
9512,1058,468
9513,1056,468
9514,1060,473
9515,1062,485
9516,1054,462
9517,1065,443
9518,999,474
9519,985,480
9520,974,475
9521,975,472
9522,974,471
9523,973,465
9524,971,464
9525,972,464
9526,972,465
9527,971,465
9528,969,466
9529,974,466
9530,970,463
9531,967,464
9532,966,463
9533,964,466
9534,962,467
9535,963,471
9536,967,474
9537,974,482
9538,975,476
9539,986,488
9540,985,483
9541,988,481
9542,990,479
9543,994,475
9544,996,473
9545,1007,470
9546,1010,470
9547,1015,473
9548,1032,493
9549,1043,525
9550,1040,512
9551,1053,503
9552,1055,500
9553,1046,505
9554,1065,492
9555,1060,494
9556,1046,504
9557,1028,497
9558,1022,490
9559,1003,485
9560,999,485
9561,1005,481
9562,1010,476
9563,1067,942
9564,998,668
9565,951,550
9566,1037,471
9567,1018,464
9568,1063,438
9569,1076,430
9570,1107,415
9571,1085,424
9572,1070,426
9573,1070,421
9574,1062,419
9575,1041,427
9576,1029,506
9577,1010,472
9578,1020,494
9579,1001,464
9580,1003,463
9581,1004,458
9582,1003,458
9583,1002,457
9584,1002,457
9585,1003,455
9586,1006,451
9587,1011,453
9588,1049,447
9589,1053,457
9590,1052,456
9591,1056,460
9592,1056,458
9593,1074,427
9594,1024,561
9595,1303,817
9596,1162,595
9597,1058,486
9598,1174,421
9599,1181,425
9600,1119,437
9601,1070,441
9602,1038,456
9603,1067,438
9604,1062,447
9605,1056,497
9606,1052,490
9607,1038,481
9608,1025,478
9609,1019,479
9610,1023,477
9611,1029,478
9612,1039,505
9613,1043,502
9614,1046,489
9615,1045,485
9616,1046,489
9617,1040,508
9618,1043,535
9619,1034,544
9620,1036,541
9621,1036,539
9622,1001,585
9623,1049,547
9624,1078,595
9625,1079,590
9626,1077,587
9627,1068,583
9628,1056,543
9629,1035,542
9630,1024,548
9631,1032,543
9632,1038,540
9633,1039,540
9634,1036,541
9635,1040,540
9636,1041,542
9637,1041,546
9638,1041,550
9639,1046,551
9640,1041,557
9641,1042,558
9642,1042,558
9643,1041,555
9644,1039,556
9645,1060,533
9646,1064,479
9647,1065,472
9648,1113,489
9649,1104,489
9650,1094,489
9651,943,500
9652,909,472
9653,922,496
9654,931,502
9655,833,463
9656,705,422
9657,660,399
9658,650,407
9659,780,286
9660,638,441
9661,653,432
9662,663,386
9663,643,331
9664,655,343
9665,828,866
9666,949,480
9667,915,483
9668,1066,399
9669,1000,443
9670,992,434
9671,996,437
9672,1003,469
9673,996,431
9674,1030,424
9675,1048,431
9676,1054,431
9677,1050,425
9678,1045,424
9679,1048,425
9680,1047,416
9681,1049,423
9682,1050,429
9683,1057,427
9684,1059,430
9685,1057,422
9686,1056,422
9687,1053,422
9688,1043,420
9689,1041,418
9690,1045,415
9691,1054,409
9692,1057,408
9693,1040,427
9694,1033,416
9695,1020,395
9696,1012,402
9697,1011,401
9698,1011,403
9699,1012,411
9700,1061,421
9701,1067,427
9702,1067,429
9703,1069,429
9704,1066,432
9705,1064,434
9706,1064,435
9707,1061,438
9708,1052,443
9709,1045,445
9710,1034,445
9711,1029,442
9712,1024,440
9713,1021,435
9714,1024,432
9715,1026,430
9716,1027,432
9717,1026,431
9718,1027,429
9719,1028,428
9720,1033,430
9721,1049,427
9722,1060,428
9723,1075,436
9724,1094,483
9725,1108,478
9726,1108,478
9727,1103,475
9728,1094,479
9729,1073,435
9730,1070,438
9731,1060,435
9732,1058,435
9733,1054,437
9734,1059,436
9735,1060,438
9736,1115,439
9737,1115,470
9738,1110,451
9739,1164,432
9740,1170,476
9741,1213,482
9742,1236,488
9743,1273,491
9744,1260,505
9745,1259,497
9746,1178,482
9747,1163,486
9748,1151,480
9749,1133,476
9750,1115,478
9751,1172,468
9752,1153,464
9753,1085,487
9754,1065,486
9755,1059,484
9756,1042,485
9757,1027,491
9758,1018,499
9759,1009,498
9760,1009,491
9761,1004,491
9762,1008,499
9763,1003,498
9764,987,475
9765,989,479
9766,987,496
9767,981,493
9768,981,497
9769,983,480
9770,982,461
9771,986,463
9772,986,461
9773,992,464
9774,598,1031
9775,1000,666
9776,1005,580
9777,932,573
9778,939,561
9779,1070,499
9780,1060,500
9781,1054,512
9782,1038,502
9783,1023,478
9784,1014,475
9785,1012,476
9786,1008,476
9787,1004,478
9788,1007,476
9789,1045,475
9790,1092,451
9791,1096,443
9792,1099,526
9793,1085,483
9794,1078,480
9795,1068,478
9796,1062,481
9797,1057,485
9798,1077,464
9799,1128,485
9800,1449,924
9801,1039,496
9802,1040,369
9803,1042,376
9804,1034,389
9805,1031,398
9806,1021,400
9807,1029,431
9808,1046,448
9809,1036,419
9810,1033,423
9811,1028,433
9812,1031,441
9813,1042,447
9814,1052,461
9815,1023,446
9816,1011,439
9817,1007,437
9818,1004,436
9819,1061,401
9820,1072,401
9821,1044,415
9822,1030,472
